Date,Temperature (C),Humidity (%),Air Quality Index,Wind Speed (km/h),Sunlight Hours,Charging Required (%)
2024-01-01,31.241785382528082,75.58989596298632,48.819349325311165,12.496518317429247,5.398169292171246,57.42993924174117
2024-01-02,29.654339247072038,94.08056348601528,64.91838863697399,6.30086240130632,7.204352427218529,69.85522738432373
2024-01-03,31.61922134525173,70.3038618672454,60.946272475227396,12.582631959290225,5.159327772765714,57.35010465088888
2024-01-04,33.80757464102006,94.24697066769097,85.742295053405,5.245869164588015,8.729359570047983,67.42073061041982
2024-01-05,29.41461656319166,71.0789977987644,58.119694955831655,5.2212355152899725,4.757709028101354,74.37582147815841
2024-01-06,29.41465760762705,92.27857784245178,69.02941751390217,8.236102191495412,6.359216192558845,77.94722964057735
2024-01-07,33.94803203876848,83.1925277271575,71.61321439597651,9.886431904046658,4.826973544638589,69.43936563734205
2024-01-08,31.918586822882272,94.82411990298252,40.654722829416684,12.704074178077931,9.334043443702612,56.68774032912505
2024-01-09,28.82631403516262,71.84491411838498,73.17686860083553,11.832953766065053,4.143268583869326,74.12475156976119
2024-01-10,31.356400108964912,83.84635711003303,48.90179834348757,9.459027063767483,6.786544120879366,58.04668723817437
2024-01-11,28.841455767968846,94.23256339047748,88.05351587347275,7.736266662816659,4.897634378283301,85.83822963332184
2024-01-12,28.835675616074358,83.07744610425372,47.43313638765565,14.971245001577111,5.468838537828019,67.60424810440539
2024-01-13,30.604905678915085,85.73496595338156,60.73120618635119,9.261813022359728,6.680306750617763,66.82999189625845
2024-01-14,25.216799388355504,87.39371722461543,44.26748340393219,9.513870243296754,7.836876656439214,64.50699075938861
2024-01-15,25.687705418717417,81.36352661919433,89.84371259229736,6.636238211916692,8.435094843448567,63.55726105218426
2024-01-16,28.594281176897567,85.68895200210159,65.10975051656213,12.948095487499295,3.694578059960519,87.40481417380083
2024-01-17,27.46792219916394,84.6078577980775,69.76925086600218,11.936822257814885,6.4016268365466935,71.71605959466176
2024-01-18,30.785618331488184,92.52895026227472,43.353823869421376,7.207696127887604,8.189240405075282,57.99562050090865
2024-01-19,27.72993981119697,71.13615950853645,77.49802351995889,5.8238104561584265,3.4720335918570893,85.1289686254926
2024-01-20,26.46924074666177,77.02407973980576,50.49527965477929,11.80499302074713,6.471575241082271,61.100822202410086
2024-01-21,33.664121922303885,93.76028710191397,84.90271447203568,11.545112142811352,5.996874303869724,70.50519313587529
2024-01-22,29.43555924878366,92.25659459727291,50.25698202410036,7.7325952699820935,6.6218127215696825,74.47130221559661
2024-01-23,30.168820511719808,81.39141881964282,49.534386033183324,14.508635622504103,4.841543962010287,75.65299693620696
2024-01-24,26.43812953446636,85.50331494503843,41.827483392404744,6.510578917809003,3.8465717576798397,81.36940968444827
2024-01-25,28.639043188687044,76.93452957452831,63.60334725549996,9.32334801042602,3.1303403622314625,81.92791913135599
2024-01-26,30.277306474274667,74.70302899309404,68.24205666313082,14.436159201675988,7.4645759301931545,53.04373940432171
2024-01-27,27.122516056444244,81.59246012349955,43.285431971417616,9.197273169261223,7.6560737047250305,60.04247037697682
2024-01-28,30.93924504586418,78.83380570065133,78.77638083475053,11.385259476640854,6.454028023493978,64.81563178064815
2024-01-29,28.49840327520299,84.59140279627181,62.664441737401376,8.975943979627942,5.198777475467855,76.09659020366712
2024-01-30,29.27076562551681,71.94336592412462,66.219513466379,7.7421520234867005,3.5654311598013817,78.36297725386922
2024-01-31,28.495733469426508,94.35987019165417,62.03813734691141,14.839776479598282,6.845018193757536,68.85720907430326
2024-02-01,34.630695461272346,94.65526861199007,60.0381530437663,9.09334006315043,4.348831075744973,77.68636580705278
2024-02-02,29.966256938155166,87.45404285049364,67.9820165654109,13.940992036791345,4.933052062859193,71.85041850692426
2024-02-03,27.35572267761025,83.402409158603,47.76201229653562,7.299546058910861,5.120153880655922,73.9113856680439
2024-02-04,32.05636228025797,77.7381904071582,49.09640652476355,7.131047040250833,5.7036971614545475,63.05645868083908
2024-02-05,26.947890875072446,90.34487549267371,83.08928105067587,5.311340828845114,4.861439329187028,89.27366083624702
2024-02-06,30.52215898751189,87.11827931384698,87.30577310668164,11.516668253758851,6.050188156488454,76.11831978714996
2024-02-07,25.100824690300563,74.06542348362228,58.66546581398765,8.685263437237612,5.067272549240413,76.82118409944742
2024-02-08,26.679534877753923,92.77317961234607,53.53723365717769,13.64358249839637,7.052059597258834,66.38354035190542
2024-02-09,30.492153089672808,90.56343107307923,72.19997716195078,9.732099066915572,7.5465943709820795,63.07603770379438
2024-02-10,31.846166449988527,93.7449978322981,60.43670855490482,14.681934279147217,6.162814014042658,72.4871641255937
2024-02-11,30.428420702974925,88.142987709709,41.26931778301724,6.855255157031212,6.693939503071654,58.982393445375074
2024-02-12,29.7108792940294,85.33537989839475,47.80762986830952,13.686231679556109,9.176783924438835,51.669810270117445
2024-02-13,29.247240761026777,80.45607590726547,75.79861144236988,12.765968527917417,4.241095114708026,75.76053396891609
2024-02-14,26.30369502408143,93.31821208385033,72.94619709550757,12.70921844644052,4.149797848079841,95.17242178893417
2024-02-15,28.20038947901323,91.6515972375102,41.354799625174174,13.447832281168877,7.042496851165312,66.92597417573118
2024-02-16,28.848403072600533,71.13046675265474,51.098608096647474,12.610239909429989,8.919814256272147,45.24030667047278
2024-02-17,32.64280556554729,70.6591743624313,51.55373982940357,11.262203216314154,5.609252157091916,61.79312678574646
2024-02-18,30.859045723921152,79.41158417195123,73.59463717993643,6.312448776823876,8.590250763328141,53.299828601051914
2024-02-19,25.592399611593166,90.26383326954583,40.98552688771821,5.325261794912519,6.144650578190235,72.70346547367099
2024-02-20,30.810209923486987,94.68190323287361,45.205429099228695,14.208478478156868,4.978669076941378,71.93772242226623
2024-02-21,29.03729429895921,73.7604222775882,79.99580426865947,11.16650314520738,4.513961417043445,72.89578535370735
2024-02-22,28.307694999235103,84.85326788380338,48.927233102716684,12.965372909761763,6.944120377330181,64.30130642026597
2024-02-23,31.529190722102168,79.52227141577553,72.63730539259373,9.815223515125501,4.627561398325955,75.80527663127519
2024-02-24,32.57749880623988,94.24785994536508,51.90913905233633,6.173081889623945,6.121915264150542,74.26030937866122
2024-02-25,32.328200297790495,91.05297307839271,44.97206963796726,6.251857922025504,8.37519753807614,51.606640209589905
2024-02-26,27.901956191943405,90.95821761777844,52.1586095499727,11.855652872289713,5.539829410692945,75.752873175788
2024-02-27,29.226969060371964,81.71732899487426,76.11334659278296,9.303058948994627,7.971014211965849,59.21022150493476
2024-02-28,30.82815857850891,80.37048755844162,82.78482340531428,7.005247267003368,4.17818476541039,80.17710764029987
2024-02-29,32.4388628178059,76.83517679826765,81.51099322834958,9.91594546741437,5.1991363480248,77.50869470329624
2024-03-01,28.802064405386776,71.40938741627318,59.85917648092274,5.642089370751341,3.8892839606776253,75.99152913087084
2024-03-02,29.53585255834046,91.61805940637633,73.40425682853231,10.819714019143987,6.109495133960037,79.11366897742508
